epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
60,3527.49,1.31759,1.66956,0.99281,0.00408,1.28787,0.68656,0.61495,0.67814,0.40637,0.65035,0.5855,0.61641,0.30732,1.27047,1.61663,0.94831,0.00499,0,0.00100276,0.00100276,0.00100276
61,3585.9,1.29316,1.64324,0.97633,0.0041,1.29419,0.65207,0.63526,0.67164,0.39275,0.62439,0.59945,0.61376,0.30415,1.31219,1.61612,1.00176,0.00512,0,0.000994942,0.000994942,0.000994942
62,3644.27,1.30468,1.65998,0.98715,0.00407,1.27334,0.70568,0.61504,0.69075,0.40189,0.66513,0.5764,0.62074,0.30938,1.31457,1.59779,0.96048,0.00512,0,0.000987034,0.000987034,0.000987034
63,3702.81,1.29858,1.65117,0.96949,0.00404,1.26715,0.71396,0.63012,0.69659,0.41374,0.6675,0.59446,0.62527,0.31167,1.28526,1.60516,0.94034,0.00499,0,0.000979039,0.000979039,0.000979039
64,3761.58,1.29491,1.63513,0.95717,0.00406,1.27636,0.72487,0.63366,0.69837,0.40957,0.66732,0.59601,0.61506,0.31009,1.31447,1.59961,0.93677,0.00501,0,0.000970958,0.000970958,0.000970958
65,3820.09,1.30451,1.66628,0.97015,0.00401,1.26873,0.70764,0.62779,0.68641,0.40007,0.67748,0.58582,0.624,0.31055,1.3063,1.59746,0.99987,0.00511,0,0.000962793,0.000962793,0.000962793
66,3878.22,1.31059,1.66797,0.98466,0.00415,1.30873,0.71121,0.61041,0.68759,0.40715,0.66843,0.56697,0.60653,0.30999,1.28091,1.58423,0.95716,0.00513,0,0.000954546,0.000954546,0.000954546
67,3936.67,1.31476,1.64463,0.95312,0.00404,1.22455,0.70367,0.6245,0.69125,0.40398,0.68282,0.57031,0.61817,0.30887,1.30091,1.59757,0.9772,0.00518,0,0.000946219,0.000946219,0.000946219
68,3995.01,1.28645,1.6297,0.96093,0.00403,1.23981,0.71883,0.62201,0.69458,0.40907,0.6722,0.58944,0.63135,0.3188,1.27888,1.59361,0.93805,0.00515,0,0.000937815,0.000937815,0.000937815
69,4053.51,1.28288,1.64126,0.97304,0.00404,1.25655,0.70782,0.63156,0.6988,0.41766,0.67044,0.59133,0.62885,0.31382,1.28138,1.58294,1.01285,0.005,0,0.000929335,0.000929335,0.000929335
70,4112,1.28752,1.63175,0.93985,0.00398,1.19444,0.68532,0.65993,0.72047,0.42523,0.67189,0.61256,0.6484,0.32276,1.30073,1.57548,0.93186,0.00496,0,0.000920782,0.000920782,0.000920782
71,4170.59,1.2911,1.624,0.94122,0.00398,1.21779,0.73489,0.63048,0.6949,0.41671,0.67912,0.59359,0.62068,0.31503,1.27424,1.59555,0.95927,0.0049,0,0.000912157,0.000912157,0.000912157
72,4229.06,1.28112,1.63003,0.94128,0.00398,1.23361,0.71994,0.64911,0.72161,0.428,0.68246,0.60583,0.64975,0.32788,1.26194,1.58494,0.91616,0.0048,0,0.000903462,0.000903462,0.000903462
73,4287.7,1.30335,1.63659,0.94945,0.00393,1.24847,0.71201,0.65425,0.71364,0.41722,0.66846,0.61907,0.6503,0.32731,1.30697,1.59626,0.94305,0.005,0,0.000894701,0.000894701,0.000894701
74,4346.09,1.28174,1.62312,0.93737,0.00388,1.2078,0.71392,0.64602,0.72055,0.43042,0.66286,0.60632,0.65707,0.33308,1.26233,1.58189,0.91975,0.00499,0,0.000885875,0.000885875,0.000885875
75,4404.93,1.27439,1.6178,0.91531,0.00389,1.19524,0.75364,0.65151,0.73074,0.43905,0.7128,0.6196,0.66089,0.33671,1.25545,1.54858,0.91301,0.00483,0,0.000876985,0.000876985,0.000876985
76,4463.21,1.26706,1.5984,0.92585,0.00396,1.20332,0.73908,0.64698,0.71599,0.42132,0.68586,0.61241,0.63618,0.32427,1.30497,1.59711,0.92206,0.00504,0,0.000868035,0.000868035,0.000868035
77,4521.61,1.26763,1.59814,0.92692,0.00401,1.15838,0.71832,0.62346,0.68862,0.41324,0.67901,0.58697,0.6219,0.31549,1.26642,1.57491,0.95038,0.00492,0,0.000859027,0.000859027,0.000859027
78,4579.98,1.27698,1.61304,0.90739,0.00391,1.15653,0.74841,0.65513,0.7307,0.44214,0.72116,0.61943,0.66474,0.34481,1.26396,1.57993,0.90846,0.00492,0,0.000849963,0.000849963,0.000849963
79,4638.36,1.26003,1.58909,0.91849,0.00398,1.2128,0.74071,0.62584,0.7184,0.43336,0.69249,0.61158,0.65635,0.33664,1.27354,1.54876,0.90223,0.00492,0,0.000840844,0.000840844,0.000840844
80,4696.77,1.24909,1.57356,0.90384,0.00379,1.16867,0.70846,0.66605,0.72153,0.42829,0.65928,0.63064,0.64504,0.32888,1.26817,1.57064,0.92501,0.00489,0,0.000831674,0.000831674,0.000831674
81,4755.21,1.27036,1.59994,0.91028,0.00384,1.14729,0.73899,0.66452,0.73443,0.44355,0.68542,0.62606,0.66507,0.34675,1.25477,1.56241,0.89465,0.00479,0,0.000822454,0.000822454,0.000822454
82,4813.75,1.25953,1.58879,0.91345,0.00381,1.14213,0.69151,0.65674,0.70606,0.42237,0.65331,0.61337,0.63576,0.33381,1.2983,1.58555,0.98628,0.00495,0,0.000813187,0.000813187,0.000813187
83,4872.03,1.26484,1.59471,0.91654,0.0039,1.15591,0.70246,0.67925,0.71726,0.43486,0.68666,0.60293,0.64884,0.33312,1.24831,1.54912,0.91702,0.00474,0,0.000803876,0.000803876,0.000803876
84,4930.33,1.25562,1.58329,0.91193,0.00385,1.18953,0.73664,0.63598,0.7106,0.43473,0.70213,0.6019,0.64224,0.33024,1.26088,1.56837,0.92318,0.00481,0,0.000794521,0.000794521,0.000794521
85,4988.79,1.2622,1.59671,0.92944,0.00394,1.19547,0.73755,0.66313,0.73126,0.43255,0.69913,0.62894,0.66176,0.33563,1.26954,1.55533,0.90958,0.00478,0,0.000785127,0.000785127,0.000785127
86,5047.14,1.24891,1.58189,0.89421,0.00376,1.16976,0.74407,0.64603,0.72448,0.44551,0.70733,0.60946,0.66712,0.33717,1.25612,1.58386,0.91643,0.00473,0,0.000775694,0.000775694,0.000775694
